Subject ID,Mean Velocity,Velocity Std,Peak Velocity,NVV,NIV,Mean Acceleration,Acceleration Std,Peak Acceleration,NIA,Mean Jerk,Jerk Std,Max Jerk,NIJ,NIC,Duration,Mean Pressure,Median Pressure,Peak Pressure,Pressure Std,Rate of Inversion in Pressure
00013__1_1,5.571091873131135,2.4994745063598245,14.628054413178784,0.008047981946810223,0.006754982694832319,2.4556265205111334,1.401340732507068,8.240552924018356,0.006874328678839957,3.0611831554459252,1.7799814595471504,11.993197262402804,0.00685045948203843,0.007566535386084258,41895,1019.9350747589688,1038.0700232516651,1278.4000632698212,130.58628723528608,0.005275092493137606
00014__1_1,7.40375116217188,2.2549363531385174,13.328086477675269,0.0010220810907266128,0.0018056545497742932,0.11675154712686414,0.0680721371843381,0.3573112611145439,0.0032311712995961037,0.008416557021336275,0.005851844187007076,0.038253457500597145,0.005084343074364457,0.002613447374673319,21045,528.3188294482245,507.65499367003747,816.6711989102484,142.63613421407263,0.010738892848657639
00015__1_1,12.859062346778838,18.236066455871203,522.825807176798,0.00768958959149742,0.00668085316969367,1.2824976736345144,9.759609287629933,231.76477972572457,0.011877072301677637,3.2298655017232862,46.322389440251406,994.9694032205975,0.013955559954471224,0.010046023655169,20207,1052.9648804300002,1164.9126321687304,1502.2187297484895,377.4844752499067,0.010441926065224922
00016__1_1,28.54367480617046,14.038570320041174,57.32895713309307,0.0017885933754163894,0.0062786766481526205,1.277176031516588,0.7877375896725666,5.0332534143287635,0.009176527408838444,0.1918813340702252,0.21526616207456223,1.3383589366869124,0.016421154310553007,0.00845206471866699,4141,1290.361459197253,1315.7810873806443,1565.0729957499575,142.01929788670037,0.04612412460758271
00017__1_1,12.16452081185119,8.41056822933046,41.154325629944175,0.004560117601944997,0.004846170790806961,0.783208121935237,0.6866105780068241,5.998039994404012,0.009618914751450179,0.18077019747473103,0.1762637336119387,1.2527383661002414,0.012335707467508627,0.007048975695719216,13619,415.68667262432865,402.0759116067432,785.3656463010715,156.45619356257228,0.012923122108818562
00018__1_1,8.46964413419236,46.75012972885719,1356.0800469342214,0.012736205374238542,0.004918693723961833,3.578266340389561,30.546367992885433,588.6161376088224,0.0079290417954576,13.09909598474609,138.54429844489152,2965.540283171116,0.007310845316489719,0.008036554226582449,37205,518.5746801453242,577.7035231055238,806.2551257162328,214.7269428495414,0.005053084262867894
00019__1_1,6.058259255260965,3.50073801034727,21.038031609886467,0.005252345373848341,0.004364128096379618,0.4372010051128936,0.3498925879492607,2.2370198686389884,0.004118261724752597,0.12669556632896437,0.10982500937116163,0.8747399882762619,0.0035804290368184892,0.005685659843874854,65076,573.2599154823567,610.5688732892578,1046.9850893956243,250.4738932125517,0.003595795685045178
00020__1_1,11.561844690407518,7.533402441679439,34.25130622222696,0.002361531481594327,0.005244231345519928,0.42359374323257626,0.3295150192873287,1.8669069907429925,0.009514534012586156,0.08667505759015896,0.09018738867892856,0.638958376102399,0.012885825591848966,0.007341923883727899,13348,845.5693581641331,832.8286732945953,1033.735917217832,94.21421590366916,0.017980221756068324
00022__1_1,11.758838381110728,3.0595097719986457,20.345198295871917,0.0021814745207486552,0.004258517034068136,0.3789028091691763,0.22099807749311184,1.647701721664687,0.008391783567134268,0.0709657795633553,0.0556150171331656,0.47577975468335565,0.011710921843687374,0.006012024048096192,15968,289.7352159067984,299.0440982613293,699.2266242576645,182.6045106156581,0.01033316633266533
00023__1_1,6.316537133011164,1.4159011916805546,10.233653752352474,0.001162548801918213,0.002364693675650894,0.09924008586345053,0.06294919523178157,0.39931482400363627,0.004391573969065946,0.009635239080102994,0.00651816321547445,0.03875095519296387,0.005742827498009314,0.003498781458871221,41443,972.9911940222643,971.9280939770276,1158.5404039349316,88.83208736550144,0.005501532224983712
00024__1_1,27.066114843140927,16.529052910656823,67.78827559372411,0.001446787619030338,0.0045480386583285955,1.36155491612703,0.8923580217384254,3.907128771604691,0.007390562819783968,0.13151707671069066,0.10630016534415627,0.6274801307870255,0.013644115974985787,0.007390562819783968,7036,1094.289432741056,1163.5714259001347,1559.4194209484492,285.3761409675196,0.03212052302444571
00025__1_1,7.683975758466327,2.841970557163165,15.43763500053884,0.002050939565846818,0.0027445383686463937,0.1913500475861467,0.18000892992732265,2.6028768105603306,0.005306107512716361,0.024912313653736765,0.03129781984898649,0.40045064088500915,0.00724558129322648,0.004171698320342519,27327,1680.5321139165846,1721.8493678659374,2010.005865767536,315.3896651257992,0.007794488966955758
00026__1_1,15.284981128460252,6.956081994256858,31.745077039049548,0.001056503532453906,0.0021404109589041095,0.3831975004528869,0.23538856413133286,1.1531654914548508,0.003167808219178082,0.020987356988658952,0.016777972752349265,0.10996772350648239,0.006763698630136986,0.0029965753424657533,11680,871.844187878686,867.7203651117006,1123.3271483633332,122.4490454785965,0.023801369863013698
00027__1_1,12.837607302036995,7.17578660784361,33.545099176748124,0.0017490583339482895,0.002547271480356618,0.33397537432830987,0.20481615000153602,0.9154453335728835,0.004604683060644656,0.029800518905879987,0.022273230097237036,0.1326366213049901,0.0068090526109532675,0.003771921230528069,20414,1127.3084578826108,1113.7420853488834,1530.0123457105522,158.03705069697017,0.010923875771529343
00028__1_1,7.230731137185005,3.706166959290088,14.514909448537795,0.0006521339483643679,0.0014326121294493627,0.09611356483189697,0.05376610671811791,0.26637193203091264,0.002350953238070749,0.0039054180116592082,0.002627977970235612,0.014696963067168913,0.004150901810968667,0.002204018660691327,27223,752.8826135447572,713.4777588856966,1073.2413654991487,180.2685089870128,0.009514013885317562
00029__1_1,7.388751318935571,1.7193957369383,12.201111552719762,0.0006287475052964188,0.0013086721340080266,0.10479477099289318,0.05229429884231281,0.3362125939992522,0.0023992322456813818,0.004105304792367565,0.0024666420016590217,0.015970407084513583,0.004362240446693422,0.0022247426278136453,22924,883.9851984749899,898.3696334509929,1044.9618009398791,80.00393397351418,0.010818356307799686
00030__1_1,11.449696798043732,5.548347651746906,24.815153006236187,0.001153136283356586,0.002112410411165598,0.2322381770037196,0.1269953388152273,0.8675181775737216,0.0038853262919652963,0.016499285658124804,0.01239116339133693,0.07973583326300106,0.006412674462466994,0.0036212749905695962,26510,1914.4439592105423,1939.9683068101235,2095.092896801178,110.44409855555793,0.008977744247453791
00031__1_1,8.753619617876325,3.7261162049851295,22.308823730864578,0.001643214777815947,0.002643430585470922,0.1946642009850805,0.10980590128877198,0.5858529882097706,0.005433718425690229,0.022713736819248105,0.01646340099548846,0.09480714351236252,0.007587624828666536,0.0038182886234579987,20428,847.6883790698736,865.522817668739,1123.3597787337833,144.54151715949897,0.011454865870373997
00032__1_1,12.55817055971338,2.914728410940356,18.402324619845523,0.000971092978737296,0.002425116340040637,0.24311657281353613,0.12644634667668775,0.7338571928506852,0.004194795831421643,0.018581958636052234,0.012618306096891076,0.07177795167912439,0.006882086910926132,0.003867077407091827,15257,835.466282923584,823.8485982801312,1080.2606360748882,116.1149457251733,0.015468309628367307
00033__1_1,12.335584855837231,9.186593892964213,62.497430466766914,0.022654822752384764,0.012442852429655465,13.700306816224805,10.439413418927588,69.22527041536264,0.013479756798793421,32.12094417085039,29.104232694192845,214.47468575414882,0.012867040580666447,0.015082245369279351,21217,1231.4699968092389,1224.099985957961,1436.2418893768813,73.93356021689422,0.011076023943064523
00034__1_1,7.891066646691981,2.5796935923785846,17.007422883496197,0.0036207853517465824,0.00530035335689046,0.3081414018246694,0.24401546581074762,1.6677812921627995,0.009830569901241279,0.08326666377943362,0.0763900408191414,0.48146293342508667,0.01209567817341669,0.006523511823865181,22074,1095.5083317078436,1098.3630041630117,1612.065464582097,201.61134099801285,0.009286943915919181
00036__1_1,32.75123513447062,28.906884135205942,186.59470789079577,0.057662986772054836,0.023618327822390175,82.20647066901661,74.11696047303427,529.0423567312251,0.023145961265942372,235.84078140209053,233.91210065983756,1650.3179984974688,0.02440560541646985,0.024641788694693748,12702,1210.8885727164381,1209.8799093662622,1483.8269575769455,92.18675016717742,0.01976066761139978
00039__1_1,20.85863307566636,7.5375371948123,34.35305220102984,0.0018378164940208535,0.004342581423401689,0.7952362416466437,0.40087943991746633,2.469449310584298,0.007237635705669481,0.10783706525706332,0.07731603629688699,0.5791039151636207,0.01158021712907117,0.006513872135102533,8290,1129.924643106611,1109.346529492956,1412.3937477897828,140.3277988235346,0.02798552472858866
00040__1_1,10.810080228683182,2.436866471520721,16.432374635888884,0.0007204008634817379,0.0018275808051798862,0.17303047020355425,0.0650211333535537,0.41704869544393847,0.002663046316119263,0.008005957905169945,0.005127290231606139,0.03218859131649744,0.004699493499033993,0.0023497467495169964,19151,1380.1887890944568,1417.621857422179,1569.4419775591216,123.12567900175618,0.011435434180982716
00041__1_1,10.870300795218105,5.082201392705251,49.293786321667625,0.0029320425618509314,0.0049187974388330575,0.40308279888103205,0.4674477451454517,5.30031958173592,0.009583174320485095,0.10054529228825572,0.1397564037344311,2.4273930166709627,0.011872959335114277,0.00720858245346224,23583,1283.889685526111,1319.4430888124425,1715.9683758582878,350.72963112150825,0.008183861255989484
00043__1_1,13.93437746674713,3.6120346179818275,23.381839062169195,0.0009291848389855753,0.0027553106390543064,0.40380364412627584,0.18690461857002488,1.1546854444561834,0.004532930406186117,0.0271056372933479,0.018097142904600568,0.10365171781615343,0.008710336858945872,0.004710692382899298,11251,1538.394377780441,1603.8591280138075,1926.3801740064664,211.15155004814073,0.023109056972713538
00044__1_1,14.335881745287859,5.6728690720834765,24.849475501009024,0.0007921302145606673,0.0019253751161864294,0.30398672305354724,0.13779417017124404,0.721190117881194,0.0031204355331297304,0.014697333727963526,0.009255905079219529,0.05998944605927984,0.006240871066259461,0.0032532200239012085,15062,849.4642001509617,843.3050380828199,1076.9629505778116,78.6884892870313,0.014805470721019785
00048__1_1,8.889752842584286,7.272837501488322,76.26891973243863,0.01949552436167453,0.009929692446103096,10.780354962240917,10.153528107302566,82.90189844985352,0.009563160174602646,23.95863567872415,28.892763267818946,482.2853986160017,0.010096298024057846,0.010696078104694945,30011,1306.3950287940615,1418.781061630998,1849.4558422562577,427.94827578078696,0.007230682083236147
00049__1_1,10.39712161598269,4.7233212316541815,20.80352352669915,0.0006473437616204043,0.0016051364365971107,0.18423015227200773,0.10828924607260633,0.5382314684412154,0.0024374294037215385,0.007704373063114037,0.00498984836985067,0.02624511664710822,0.005172106295701802,0.002318530408418049,16821,949.3409636692286,1025.5145893195745,1279.003280353576,216.85165991926067,0.012187147018607692
00051__1_1,9.112346561128005,3.229369570479708,19.30471981100825,0.0007023114976565106,0.0019672131147540984,0.19918782738574012,0.07403974786594107,0.41053881141457393,0.002622950819672131,0.008569230019406418,0.00486719309501291,0.028820743409288002,0.005365126676602086,0.0029210134128166915,16775,1037.397465053715,1059.4629413162043,1244.727244574067,112.30799425943155,0.013055141579731745
00052__1_1,9.437719962145765,9.090967304963492,31.26476823409972,0.0009858826070282157,0.0018217306441119063,0.28393976716891967,0.26221774385296426,1.0208740249711112,0.0024072869225764478,0.01235307082532584,0.012175083245552762,0.06405982906962081,0.004554326610279766,0.0026675341574495773,15370,547.9753911579958,555.8225376053027,1107.6055969500048,326.7503825552655,0.012882238126219909
00053__1_1,11.451680188390911,4.766821689832544,23.339712105613884,0.0018022617905127346,0.0038839387708476127,0.33210152917292385,0.17477858724387685,0.8972066096631215,0.00761556621734826,0.0559907589029303,0.03571273138030643,0.20519509999299382,0.010204858731246668,0.005635519000837712,13131,944.0256793675906,940.6528651738887,1353.83121334548,186.453223089447,0.015611910745563933
00054__1_1,20.007996565326714,12.45946656699237,47.05950267215399,0.001587826059888218,0.0034085566525622942,0.6913276768428979,0.47825236764697465,2.8864346245998176,0.005641748942172073,0.06880636671996673,0.0574672947621037,0.364983411541144,0.011283497884344146,0.005524212505876822,8508,1654.5674647984558,1755.83728125278,2049.65920598203,352.1580710206988,0.02092148566055477
00055__1_1,15.121531597140404,4.244261034116422,26.44055455177787,0.0014093645761997717,0.003377716859212845,0.40965463432576116,0.22155751500938695,1.4361746629610728,0.006168004699432152,0.04672621873124655,0.034435966257683984,0.27606013220929,0.009398864303896613,0.005482670843939691,20428,1378.9975340005765,1415.825049354207,1673.4330801199164,175.79337678038692,0.010084198159389074
00057__1_1,5.230807522506968,3.734933464284948,46.50133903069495,0.008295518454845795,0.006141635564794255,0.639783710548652,1.1165439561408774,17.379738260487667,0.006472339018283177,0.2703159533469275,0.5932548156362322,9.496366362640462,0.006118013889545046,0.0077951528322388625,42334,730.857082476291,755.0688488009101,1190.8231297170591,219.5704157786304,0.006330608966787925
00060__1_1,16.790931790076144,8.16075119756675,36.75347703106945,0.0011814124285872206,0.0029367469879518072,0.4964820514574453,0.29623713975810717,1.5946116287532524,0.004518072289156626,0.03972714500071174,0.028860252959412448,0.1349240938916387,0.008960843373493977,0.004518072289156626,13280,1474.3737711396495,1498.8218282489697,1779.5713304404435,157.30601202365267,0.01724397590361446
00062__1_1,5.520928383913027,1.6659722609324672,10.589284156588159,0.0009745529215713452,0.0014705017351920476,0.07226762563627066,0.04037797634512424,0.23659288280745208,0.002960610160186656,0.0048061301473767155,0.003012628984089575,0.020039212928514433,0.004117404858537733,0.002293982706899594,51003,953.4312398624759,975.9063174191926,1154.3393045586163,120.21127665564404,0.004705605552614552
00066__1_1,22.26848621280871,7.490151536319602,36.36675937627549,0.0007240515594639993,0.0017289642680717932,0.6537050715755691,0.2551861935387977,1.320532912341586,0.0030462703770788736,0.02756462341006135,0.016132895110594007,0.08570494182555079,0.006339535649596575,0.003210933640704759,12146,1077.286545978328,1097.1863645336425,1331.477598079322,110.3982885857188,0.02017124979417092
00067__1_1,29.51289144600838,9.669106475430926,48.284412444490776,0.0010513525168097373,0.002774694783573807,0.9911065272871231,0.41520132253413844,2.340882767953334,0.004300776914539401,0.06813970693596422,0.035250713257498636,0.22185352001015118,0.00776914539400666,0.004439511653718091,7208,896.5835507951075,987.5289889279604,1391.0550858010888,330.7099934278326,0.02816315205327414
00069__1_1,5.462755304189189,2.440267648549873,11.55805779335637,0.0011665212815929224,0.0019162126620326883,0.0918120838495333,0.06179546287836281,0.5014551888830627,0.0038699981213601354,0.007648781673290441,0.007818730346204871,0.07428693685767779,0.0055983467969190305,0.002893105391696412,26615,1264.651111463736,1336.5751042627305,1639.410747726166,307.93179149456853,0.00804057862107834
00070__1_1,16.8533224947257,5.601091498572473,28.75238820478264,0.0010198655369392231,0.0022552151851155796,0.46694626578914916,0.20357061150295244,0.9458860125505736,0.0038526592745724486,0.029138092941405284,0.018637002342885563,0.11904728560963129,0.0070475474534861865,0.004134561172711896,10642,982.2644873107915,998.7276123488616,1176.7383607895438,113.65381801478897,0.02565307273068972
00071__1_1,11.488245398754952,6.28097420186103,27.27459659590489,0.000640346146450416,0.0014930437733288089,0.20796867291256244,0.12822307484175552,0.7386699500536527,0.0024770953512046148,0.007379050945652276,0.006187426687177461,0.03466808055345883,0.004241601628775025,0.0024770953512046148,29470,1144.6652527861193,1187.0203271323849,1569.926220915895,203.77193861011526,0.008109942314217848
00072__1_1,13.274362680244295,4.337828118871544,24.95262606365633,0.0009588280541464702,0.0016903108964684576,0.25580943196622485,0.11108020250777138,0.6090498539876855,0.0027769393299124662,0.01216609096007067,0.007159174959372636,0.03841523044952477,0.004708723211590703,0.002656202837307576,16565,766.6419472543683,773.468408948196,942.1922861727808,77.67883226515511,0.015152429821913673
00073__1_1,8.846182265918664,2.615545702964931,15.801689306262615,0.00135502160640807,0.002656630506973655,0.19635418625841358,0.08950357343890554,0.5178770815898859,0.004981182200575604,0.01905123229862807,0.012143333138494103,0.06785872528534809,0.007748505645339828,0.004095638698251052,18068,750.1980578965635,733.0978861025437,1132.8317089303982,167.49799732596895,0.010792561434580473
00074__1_1,7.092557761017537,1.5569099209889181,10.72839768983581,0.0009375714602945302,0.001493328194999759,0.10488524861891668,0.04802928525892044,0.2517357016776356,0.002649453249193121,0.005189883908931718,0.0029873136399321894,0.016754656935344964,0.003805578303386483,0.00207139072209644,20759,1006.5896793457774,1013.3228025972046,1248.0274810385627,102.27518849138069,0.011609422419191676
00075__1_1,16.94081310914769,10.077698070314016,41.80277141391325,0.0010785731910549804,0.00274504552758436,0.601206723045287,0.39788251559308,1.8009938614097418,0.004017139796464917,0.037068273792319105,0.026229102079874198,0.13710896646722345,0.007766470273165506,0.0045527584359935725,14936,660.177680648585,686.4862415077346,1094.900818113099,271.24236880444033,0.011448848419925014
00076__1_1,10.577662471797744,2.9767258129609155,15.788658547319667,0.0007538468455358884,0.0028721876495931067,0.20735947806516317,0.08205296580690134,0.46279603098438227,0.004388064464656135,0.015435114485477141,0.010040519947149041,0.06647112851992044,0.008536779958512845,0.00430828147438966,12534,1248.3831451188819,1262.7256116867225,1510.4230235372413,129.05708871528873,0.021302058401148877
00077__1_1,6.5005862223657775,1.7605540878501842,14.399342277778816,0.0013568412757627296,0.0032935831913685405,0.13389176048552265,0.07778765344762074,0.5037530440351184,0.006473594548551959,0.018644894788708954,0.016533720499986748,0.0844100988402284,0.009426462237365133,0.00488358886996025,17610,804.2305210624842,807.4339056346125,974.8402557940659,95.65984350892614,0.011073253833049404
00078__1_1,12.555744471638649,3.8551963726942766,20.49193112882313,0.0010506614034932259,0.002680652680652681,0.270337905083515,0.1270932654941194,0.6555849877039809,0.004020979020979021,0.02108127523172886,0.013441471342463249,0.08057515061016514,0.007167832167832168,0.0036130536130536133,17160,1228.8572980027768,1240.3983910952609,1471.1488354135201,106.06684592154173,0.012121212121212121
00082__1_1,15.845480407796021,6.585951795006781,26.785224405319653,0.0008242319954501327,0.0025088147545429887,0.4134111978111563,0.19544960349105264,0.9837240496122586,0.0034580960130187145,0.02460391133313476,0.014193941941539457,0.07663852801804596,0.006916192026037429,0.0037293192297260646,14748,1237.3255486412595,1218.5306108364102,1604.0439748777096,133.03612022325174,0.012883102793599131
00083__1_1,5.854450340319998,2.337288320249324,14.324717007845713,0.001231522529872193,0.0017639350871887915,0.09902242393342346,0.05886609935579596,0.44190270533149467,0.003074286866243322,0.006187726919047942,0.005121935773089535,0.048721740138492155,0.004838221953432114,0.002519907267412559,19842,201.84382093104986,202.9907713296892,416.93262603246626,77.3548021022839,0.010180425360346738
00084__1_1,23.235282812789347,12.031827929256295,46.39001343942322,0.0009843018371773781,0.002014254725751472,0.8958440201910173,0.4574254872344014,2.1322547061626764,0.0030988534242330336,0.04486381755850537,0.027307727385108106,0.13492743106799468,0.005887821506042764,0.003408738766656337,6454,813.5585835413135,840.8824684757863,1108.6575684719282,144.2791290108565,0.031453362255965296
00085__1_1,25.054302880619304,12.077196086480482,49.898447825828804,0.001855964898193645,0.004456165878501273,0.979266580482579,0.608812991114336,2.839161707717655,0.007275372862859221,0.13630015040725027,0.10533657876035021,0.7631484172101934,0.012913786831575118,0.0065478355765733,10996,1333.365697768237,1346.500419283895,1577.5839462459994,117.6752719527168,0.021007639141506003
00087__1_1,27.857011404168873,14.30364180678322,58.310736439816566,0.000998510337233756,0.0027945971122496508,1.1714754398464637,0.5732961658565964,2.5944744846666676,0.004968172643999379,0.06576283255243807,0.04575793460370097,0.3111134613444682,0.009315323707498836,0.005123428039124359,6441,909.1429453600251,909.3112720303185,1358.9200227062813,194.95178306345377,0.03974538115199503
00090__1_1,4.6274096855003215,1.354684148565305,7.529784553854915,0.0006881042432723675,0.0012647999156800056,0.049206039336398374,0.02751950014285518,0.15209672740557253,0.002599866493342234,0.002670285562865605,0.0017706206771091215,0.01196129049919073,0.003829533078031128,0.002107999859466676,28463,859.9630848737902,881.1617753488956,1192.977411099638,191.13754103496066,0.007834732811017812
00091__1_1,5.187926431804751,1.2849753322500377,8.738165862361816,0.0012425999550349906,0.0020105653236615942,0.10337791275182574,0.05146180790503264,0.24910160150583205,0.003587479303004021,0.00813024476734266,0.005330280464941875,0.03676170652577302,0.005440353228731373,0.0027990223133328076,25366,552.3302645954084,524.9639338221878,897.452146496208,105.50793391133615,0.007569187100843649
00092__1_1,11.910868112771967,4.6121134747598935,24.06166212387871,0.0007265346814074157,0.0017328411060046711,0.27185353197013157,0.11307988955637402,0.6299616576143304,0.002787613953137949,0.011642390642989699,0.008620477546408076,0.0582715502166596,0.005650568823928275,0.0032396594590522114,13273,1258.4557680973153,1361.2549777227314,1590.3260893913584,263.61053802572684,0.017177729224741957
00094__1_1,4.433679810172171,1.7215707187044929,8.751308115942328,0.0009616092789044128,0.0018454935622317598,0.06730294138402314,0.036991609415729376,0.21913876481368513,0.0033476394849785407,0.004642187520920349,0.0034313024601149334,0.020325054129748027,0.004678111587982833,0.002575107296137339,23300,897.6201861005649,913.927072169327,1293.1175942910486,196.84985796206456,0.010343347639484978
00095__1_1,11.521390210960758,7.259524516358063,33.168510933605916,0.0015108354726010474,0.004289160932892503,0.3413302594273422,0.2661162691411022,1.5891313051878273,0.0073273165936913595,0.0478870851754912,0.050547233365023814,0.42410316826235145,0.011705835046019122,0.006076311321597712,11191,1544.121898509056,1661.5862265206658,1987.8910982871932,293.5999650269932,0.02242873737825038
00096__1_1,18.290100692751572,12.84992813773037,57.40810210822731,0.0038295286902834545,0.006413780465457211,1.1647537099466347,1.8435615479153946,27.668699649958267,0.01117830309693971,0.4075601641445625,1.570383073612654,24.840181524232026,0.017408832691955287,0.009254168957302546,10914,784.0053370764282,845.3084024637346,1098.300931521211,261.6140605387117,0.020890599230346345
00097__1_1,7.169434577368497,3.1423659089962626,17.43820587297985,0.001498882255944783,0.003073414960590889,0.16276430782965234,0.09560083280331573,0.5354397931624081,0.005898973875972835,0.020448485511964723,0.015738046858354237,0.09962106069198386,0.008873246418480146,0.0044614088137609675,20173,869.9045765108747,895.7963894171886,1202.5079686972433,177.9319001603669,0.009170673672730879
00098__1_1,10.98544843655097,4.157019207015824,21.810622844638278,0.0011079318982385063,0.002228883252632388,0.23487993695699408,0.12447614696386215,0.6769108164634441,0.003535469986934133,0.015233908967092048,0.01085808681022448,0.06866319244597309,0.007070939973868266,0.003535469986934133,13011,549.7834869542235,578.1679687100448,750.7135007857254,111.29463220819902,0.01921451079855507
